city,state,condo_coop
Sultan, WA,
Summerfield, MD,
Summerlin South, NV,98.3%
Summerside, OH,99.8%
Summerville, SC,
Summit Hill, PA,
Summit Park, UT,
Summit View, WA,
Summit, IL,
Sumner, WA,
Sumter, SC,
Sun City Center, FL,97.2%
Sun City West, AZ,97.2%
Sun City, AZ,97.1%
Sun City, CA,97.7%
Sun Prairie, WI,101.2%
Sun Valley, ID,
Sun Valley, NV,
Sunbury, OH,98.9%
Suncook, NH,104.5%
Sundance, UT,
Sunny Isles Beach, FL,93.7%
Sunnyside-Tahoe City, CA,95.2%
Sunnyside, CA,
Sunnyside, OR,
Sunnyvale, CA,106.4%
Sunrise Manor, NV,98.5%
Sunrise, FL,95.7%
Sunriver, OR,97.8%
Sunset Beach, CA,
Sunset Beach, NC,96.8%
Sunset Hills, MO,
Sunset, FL,94.6%
Sunset, UT,
Superior, CO,
Surf City, NC,98.6%
Surfside Beach, SC,95.4%
Surfside, FL,92.5%
Surprise, AZ,99.1%
Sussex, WI,
Sutton, MA,
Suttons Bay, MI,94.9%
Suwanee, GA,
Swampscott, MA,99.4%
Swannanoa, NC,
Swansboro, NC,100.0%
Swanton, VT,98.4%
Swarthmore, PA,106.2%
Swartz Creek, MI,99.2%
Sweden, NY,
Sweetwater, FL,
Swepsonville, NC,
Swisher, IA,
Swissvale, PA,
Sycamore, IL,99.5%
Sycamore, KY,99.2%
Sykesville, MD,
Sylvania, OH,99.4%
Symmes Township, OH,96.7%
Syosset, NY,105.8%
Syracuse, IN,
Syracuse, NY,97.8%
Tacoma, WA,98.8%
Taft, CA,
Tahoe Vista, CA,98.3%
Tahoma, CA,
Tainter Lake, WI,
Takoma Park, MD,103.7%
Talladega, AL,
Tallahassee, FL,97.0%
Tallmadge, OH,100.2%
Tamarac, FL,94.7%
Tamiami, FL,98.3%
Tampa, FL,97.0%
Tano Road, NM,92.7%
Taos Ski Valley, NM,
Taos, NM,
Tappan, NY,
Tariffville, CT,101.5%
Tarpon Springs, FL,95.8%
Tarrytown, NY,95.5%
Taunton, MA,104.5%
Tavares, FL,98.4%
Tavernier, FL,
Taylor Creek, FL,
Taylor Creek, OH,100.0%
Taylor Ferry, OK,
Taylor Mill, KY,100.0%
Taylor, MI,97.4%
Taylors, SC,
Taylorsville, UT,98.8%
Taylorville, IL,100.0%
Teaticket, MA,93.5%
Teays Valley, WV,
Tecumseh, MI,101.4%
Tega Cay, SC,
Tehachapi, CA,
Tehaleh, WA,
Telford, PA,
Tellico Village, TN,
Temecula, CA,100.9%
Temelec, CA,
Temescal Valley, CA,
Tempe, AZ,98.3%
Temperance, MI,
Temple City, CA,100.0%
Temple Hills, MD,100.0%
Temple Terrace, FL,95.1%
Temple, TX,
Templeton, CA,
Tenafly, NJ,100.0%
Tennessee,,97.5%
Tequesta, FL,93.8%
Terrace Heights, WA,
Terre du Lac, MO,
Terre Haute, IN,
Terrytown, LA,
Terryville, CT,
Terryville, NY,
Tesuque, NM,
Teton Village, WY,
Tewksbury, MA,104.0%
Texas,,96.3%
Texas City, TX,97.8%
The Crossings, FL,97.1%
The Dalles, OR,
The Hammocks, FL,98.9%
The Hills, NJ,
The Hills, TX,
The Meadows, FL,88.4%
The Pinehills, MA,
The Plains, OH,
The Woodlands, TX,97.7%
Thibodaux, LA,
Thiells, NY,97.9%
Thiensville, WI,102.4%
Thomaston, CT,
Thomaston, NY,95.2%
Thomasville, GA,
Thomasville, NC,
Thompson's Station, TN,
Thompsonville, CT,117.1%
Thompsonville, PA,
Thonotosassa, FL,
Thornton, CO,100.0%
Thornville, OH,
Thousand Oaks, CA,98.9%
Three Lakes, FL,
Three Rivers, MI,
Three Rivers, OR,
Thunderbolt, GA,98.3%
Thurmont, MD,
Tiburon, CA,96.6%
Tierra Verde, FL,
Tiffin, IA,95.2%
Tiffin, OH,96.9%
Tigard, OR,99.5%
Tiki Island, TX,
Tilton Northfield, NH,96.7%
Timberlake, VA,
Timnath, CO,
Tinley Park, IL,99.8%
Tinton Falls, NJ,103.6%
Tipp City, OH,98.0%
Titusville, FL,96.5%
Tiverton, RI,
Tivoli, NY,
Toccoa, GA,
Toftrees, PA,
Toledo, OH,99.5%
Tolono, IL,
Toluca, IL,
Tomahawk, WI,
Toms River, NJ,100.4%
Tonawanda Town, NY,
Tonawanda, NY,
Tooele, UT,99.6%
Tool, TX,
Topanga, CA,
Topeka, KS,
Toppenish, WA,
Topsail Beach, NC,99.5%
Topsfield, MA,99.1%
Topsham, ME,
Toro Canyon, CA,
Torrance, CA,96.9%
Torrington, CT,100.1%
Totowa, NJ,
Town 'n' Country, FL,95.1%
Town & Country, MO,
Town & Country, WA,
Townsend, MA,103.0%
Townsend, TN,93.7%
Townsend, WI,
Towson, MD,104.6%
Trabuco Canyon, CA,101.1%
Tracy, CA,100.0%
Trappe, PA,100.0%
Travelers Rest, SC,
Traverse City, MI,99.0%
Treasure Island, FL,96.8%
Tremont, IL,
Trenton, MI,96.7%
Trenton, NJ,102.2%
Trenton, OH,
Trinity, NC,
Trophy Club, TX,
Trotwood, OH,96.0%
Troutdale, OR,98.7%
Troutman, NC,
Troy, MI,101.1%
Troy, NH,
Troy, NY,
Troy, OH,103.2%
Truckee, CA,97.7%
Trumbull Center, CT,
Trumbull, CT,99.4%
Truro, MA,100.0%
Trussville, AL,
Tualatin, OR,100.0%
Tubac, AZ,
Tuckahoe, NY,100.9%
Tuckahoe, VA,98.5%
Tucker, GA,99.9%
Tuckerton, NJ,
Tucson Estates, AZ,
Tucson, AZ,96.8%
Tukwila, WA,100.0%
Tulare, CA,
Tullahoma, TN,100.0%
Tulsa, OK,94.4%
Tumwater, WA,95.2%
Tunica Resorts, MS,
Tupelo, MS,
Tupper Lake, NY,
Turlock, CA,
Turners Falls, MA,
Turnersville, NJ,
Turpin Hills, OH,
Tuscaloosa, AL,98.2%
Tustin, CA,99.4%
Tuxedo, NY,102.0%
Twin Falls, ID,
Twin Lakes, CO,
Twin Lakes, WI,99.1%
Twin Oaks, MO,100.0%
Twin Rivers, NJ,105.3%
Twinsburg, OH,100.2%
Two Rivers, WI,96.7%
Tybee Island, GA,98.5%
Tyler Run, PA,101.2%
Tyler, TX,96.3%
Tyngsborough, MA,100.0%
Tysons Corner, VA,99.1%
Tysons, VA,99.1%
Ualapue, HI,
Ukiah, CA,100.0%
Umatilla, OR,
Union City, CA,100.3%
Union City, GA,94.8%
Union City, NJ,100.3%
Union Gap, WA,
Union Grove, WI,101.8%
Union Hall, VA,
Union Hill-Novelty Hill, WA,96.4%
Union, KY,95.6%
Union, MO,
Union, NY,85.0%
Union, OH,
Uniondale, NY,97.6%
Uniontown, OH,
Uniontown, PA,
Unionville, NY,
University Center, VA,101.8%
University City, MO,141.6%
University Gardens, NY,
University Heights, IA,99.0%
University Heights, OH,
University of Virginia, VA,94.6%
University Park, FL,100.0%
University Park, IL,93.8%
University Park, TX,
University Place, WA,92.6%
University, FL,97.3%
Upland, CA,99.3%
Upper Arlington, OH,99.8%
Upper Grand Lagoon, FL,92.7%
Upper Marlboro, MD,100.0%
Upper Montclair, NJ,106.9%
Upper Providence Township, PA,
Upper Saddle River, NJ,
Upper St. Clair, PA,
Upton, MA,
Urbana, IA,
Urbana, IL,97.4%
Urbana, MD,100.0%
Urbana, OH,99.2%
Urbandale, IA,97.3%
Utah,,98.5%
Utica, IN,
Utica, MI,100.1%
Utica, NY,95.2%
Uxbridge, MA,100.0%
Vacaville, CA,99.4%
Vadnais Heights, MN,100.0%
Vail, CO,99.5%
Vails Gate, NY,99.1%
Valders, WI,
Valdosta, GA,
Valencia, PA,100.0%
Valle Vista, CA,
Vallejo, CA,100.6%
Valley Cottage, NY,104.5%
Valley Falls, RI,
Valley Hill, NC,
Valley Park, MO,98.3%
Valley Stream, NY,98.0%
Valparaiso, IN,96.2%
Vamo, FL,90.9%
Van Buren, NY,101.9%
Van Meter, IA,
Van Wert, OH,99.0%
Vancouver, WA,98.1%
Vandalia, OH,
Vandenberg Village, CA,103.7%
Vashon, WA,
Vauxhall, NJ,
Veazie, ME,
Venice, FL,94.5%
Ventnor City, NJ,98.4%
Ventura, CA,97.0%
Verandah, FL,97.2%
Vermilion, OH,98.6%
Vermont,,98.9%
Vernal, UT,97.3%
Vernon Center, NJ,96.2%
Vernon Hills, IL,101.9%
Vero Beach South, FL,95.2%
Vero Beach, FL,95.6%
Verona, PA,
Verona, WI,100.4%
Versailles, KY,100.0%
Vestal, NY,
Vestavia Hills, AL,97.5%
Vicksburg, MI,96.6%
Victor, ID,
Victor, NY,103.5%
Victoria Heights, WA,
Victoria, TX,
Victorville, CA,
Vienna, MD,102.2%
Vienna, VA,
Vienna, WV,
Viera East, FL,97.2%
Viera West, FL,
View Park-Windsor Hills, CA,
Vilano Beach, FL,94.3%
Villa Hills, KY,97.8%
Villa Park, IL,100.0%
Village Green-Green Ridge, PA,
Village Green, NY,101.9%
Village of Clarkston, MI,96.4%
Village of Harrison, WI,
Village of Oak Creek (Big Park), AZ,97.4%
Village Shires, PA,95.7%
Villano Beach, FL,94.3%
Villas, FL,95.7%
Vincent, CA,
Vine Hill, CA,
Vineland, NJ,94.1%
Vineyard, UT,99.9%
Vineyards, FL,95.5%
Vinings, GA,98.6%
Vinton, IA,
Viola, NY,
Virden, IL,
Virgil, NY,
Virginia,,99.4%
Virginia Beach, VA,99.1%
Virginia Gardens, FL,
Visalia, CA,97.5%
Vista, CA,100.4%
Volney, NY,
Volo, IL,100.0%
Wabash, IN,
Wabasha, MN,100.0%
Wabasso Beach, FL,84.4%
Waco, TX,
Wade Hampton, SC,98.3%
Wadsworth, OH,98.4%
Wagon Wheel, AZ,98.0%
Wahiawa, HI,103.2%
Wahpeton, IA,
Waialua, HI,
Waianae, HI,96.8%
Waikele, HI,98.6%
Waikoloa Beach Resort, HI,95.1%
Waikoloa Village, HI,97.1%
Wailea, HI,95.6%
Wailua, HI,
Wailuku, HI,99.7%
Waimalu, HI,98.3%
Waimanalo, HI,
Waimea, HI,
Waipahu, HI,98.7%
Waipio Acres, HI,100.6%
Waipio, HI,99.6%
Waite Park, MN,97.8%
Waitsfield, VT,
Wakarusa, IN,
Wake Forest, NC,
Wakefield-Peace Dale, RI,100.8%
Wakefield-Peacedale, RI,100.8%
Wakefield, MA,102.0%
Waldo, WI,
Waldorf, MD,
Waldwick, NJ,
Wales, WI,
Walker Mill, MD,106.5%
Walker, MI,100.9%
Walker, MN,
Walkersville, MD,100.0%
Walla Walla, WA,100.1%
Walled Lake, MI,97.3%
Waller, WA,
Wallingford Center, CT,101.6%
Wallington, NJ,
Wallkill, NY,101.9%
Walnut Creek, CA,100.5%
Walnut Grove, WA,
Walnut Hill, TN,
Walnut, CA,
Walpole, MA,98.1%
Waltham, MA,100.3%
Walton Park, NY,
Walton, KY,100.0%
Wanaque, NJ,97.1%
Wantagh, NY,
Wapakoneta, OH,
Wappinger, NY,96.9%
Wappingers Falls, NY,98.4%
Wareham Center, MA,
Wareham, MA,
Waretown, NJ,97.0%
Warner Robins, GA,95.0%
Warr Acres, OK,
Warren, MI,99.1%
Warren, NJ,
Warren, OH,90.4%
Warren, RI,
Warrensville Heights, OH,88.9%
Warrenton, MO,
Warrenton, OR,
Warrenton, VA,98.8%
Warrenville, IL,100.4%
Warrington, FL,
Warsaw, IN,98.7%
Warwick, NY,100.5%
Warwick, RI,100.0%
Washington,,98.6%
Washington Court House, OH,
Washington Terrace, UT,100.1%
Washington Township, OH,
Washington, DC,99.1%
Washington, IA,
Washington, IL,
Washington, MO,100.4%
Washington, NC,
Washington, NY,
Washington, PA,
Washington, UT,
Washingtonville, NY,100.0%
Washougal, WA,
Wasilla, AK,102.4%
Watch Hill, RI,98.0%
Waterbury, CT,96.7%
Waterbury, VT,97.7%
Waterford, CT,103.8%
Waterford, NY,
Waterford, WI,100.0%
Waterloo, IA,98.0%
Waterloo, IL,
Watertown Town, MA,100.9%
Watertown, CT,
Watertown, MA,100.9%
Watertown, SD,98.0%
Watertown, WI,100.0%
Waterville, ME,85.7%
Waterville, OH,96.2%
Watervliet, MI,
Watsessing, NJ,
Watson, LA,
Watsontown, PA,
Watsonville, CA,101.9%
Wauconda, IL,99.3%
Waukee, IA,98.9%
Waukegan, IL,94.2%
Waukesha, WI,99.8%
Waunakee, WI,95.5%
Waupun, WI,
Wauregan, CT,
Wausau, WI,99.6%
Wauseon, OH,107.6%
Wauwatosa, WI,98.9%
Waverly, IA,97.3%
Waverly, MI,96.5%
Wawarsing, NY,
Wayland, MA,
Wayland, MI,
Wayne, MI,
Wayne, PA,106.3%
Waynesboro, PA,100.0%
Waynesboro, VA,
Waynesville, NC,96.0%
Waynesville, OH,
Wayzata, MN,100.0%
Weatherford, TX,
Weatogue, CT,
Webster Groves, MO,102.0%
Webster, MA,101.7%
Webster, NY,104.6%
Webster, TX,92.4%
Wedderburn, OR,94.0%
Weekapaug, RI,
Weigelstown, PA,
Wekiwa Springs, FL,95.5%
Welaka, FL,
Welby, CO,
Weldon Spring, MO,94.8%
Wellesley, MA,100.3%
Wellfleet, MA,100.0%
Wellington, CO,97.4%
Wellington, FL,94.7%
Wellington, OH,
Wells Branch, TX,
Wells River, VT,100.1%
Wellton, AZ,
Wenatchee, WA,93.4%
Wendell, NC,
Wenham, MA,
Wentzville, MO,97.5%
Wescosville, PA,
Weslaco, TX,101.5%
Wesley Chapel, FL,
West Allis, WI,98.0%
West Babylon, NY,102.3%
West Bay Shore, NY,
West Bend, WI,99.0%
West Boylston, MA,100.4%
West Bridgewater, MA,103.6%
West Caldwell, NJ,
West Cape May, NJ,
West Carrollton, OH,98.9%
West Carson, CA,101.7%
West Chatham, MA,
West Chester, OH,99.0%
West Chester, PA,
West Chicago, IL,99.2%
West Clarkston-Highland, WA,
West Concord, MA,
West Covina, CA,102.8%
West Dennis, MA,96.1%
West Des Moines, IA,99.2%
West Dundee, IL,
West Falls Church, VA,101.2%
West Falmouth, MA,
West Freehold, NJ,103.7%
West Gate, VA,
West Goshen, PA,100.0%
West Hartford, CT,110.0%
West Haven-Sylvan, OR,94.4%
West Haven, CT,98.9%
West Haven, UT,100.0%
West Haverstraw, NY,94.7%
West Hempstead, NY,
West Hollywood, CA,98.8%
West Hurley, NY,
West Jefferson, OH,
West Jordan, UT,100.0%
West Lafayette, IN,
West Lawn, PA,
West Lealman, FL,97.4%
West Liberty, IA,
West Linn, OR,98.8%
West Little River, FL,
West Loch Estate, HI,
West Long Branch, NJ,
West Melbourne, FL,93.1%
West Memphis, AR,
West Milton, PA,100.1%
West Milwaukee, WI,
West New York, NJ,98.6%
West Newbury, MA,
West Norriton, PA,100.8%
West Nyack, NY,
West Palm Beach, FL,94.6%
West Perrine, FL,94.6%
West Pleasant View, CO,
West Point, UT,100.0%
West Richland, WA,
West Sacramento, CA,98.8%
West Salem, WI,
West Sayville, NY,
West Seneca, NY,108.5%
West Side Highway, WA,
West Simsbury, CT,108.1%
West Slope, OR,98.2%
West Springfield Town, MA,101.8%
West Springfield, VA,
West St. Paul, MN,95.5%
West Swanzey, NH,101.9%
West University Place, TX,
West Valley City, UT,99.0%
West Vero Corridor, FL,
West View, PA,
West Virginia,,92.8%
West Wareham, MA,
West Warwick, RI,102.1%
West Wildwood, NJ,
West Woodstock, VT,94.5%
West Yarmouth, MA,98.6%
Westborough, MA,100.6%
Westbrook Center, CT,102.9%
Westbrook, ME,108.1%
Westbury, NY,100.3%
Westchase, FL,95.8%
Westchester, FL,93.3%
Westchester, IL,100.0%
Westerly, RI,99.6%
Western Hills, OH,
Western Springs, IL,99.4%
Westerville, OH,100.4%
Westfield Center, OH,
Westfield, IN,99.0%
Westfield, MA,103.1%
Westfield, NJ,
Westford, MA,95.1%
Westhampton Beach, NY,
Westhampton, NY,96.1%
Westlake Corner, VA,95.4%
Westlake Village, CA,100.6%
Westlake, OH,103.1%
Westland, MI,100.0%
Westminster, CA,100.0%
Westminster, CO,98.3%
Westminster, MA,
Westminster, MD,100.4%
Westmont, IL,95.4%
Westmont, NJ,
Weston, FL,97.3%
Weston, MA,
Weston, WI,100.2%
Westphalia, MD,113.6%
Westport Village, CT,
Westport, CT,105.7%
Westport, MA,
Westport, WA,
Westview, FL,
Westwood, MA,
Westwood, MI,97.6%
Westwood, NJ,100.0%
Wetherington, OH,
Wethersfield, CT,
Weweantic, MA,
Weymouth Town, MA,100.6%
Wheat Ridge, CO,97.8%
Wheatley Heights, NY,100.0%
Wheaton, IL,99.3%
Wheaton, MD,101.8%
Wheeling, IL,100.2%
Wheeling, WV,
Whidbey Island, WA,97.4%
Whiskey Creek, FL,94.2%
Whispering Pines, NC,
White Bear Lake, MN,
White Center, WA,
White Horse, NJ,
White House Station, NJ,
White House, TN,
White Marsh, MD,
White Oak, MD,102.1%
White Oak, OH,99.0%
White Plains, NY,100.2%
White River Junction, VT,
Whitefish Bay, WI,103.4%
Whitefish, MT,
Whitehall, MI,
Whitehall, MT,
Whitehall, OH,
Whitehouse, OH,100.0%
Whiteland, IN,
Whitemarsh Island, GA,92.6%
Whitestown, IN,
Whitewater, WI,98.1%
Whitfield, FL,
Whitfield, PA,
Whitinsville, MA,
Whitman, MA,
Whitmore Lake, MI,
Whitmore Village, HI,
Whitney, NV,99.7%
Whittier, CA,
Whittingham, NJ,
Wichita Falls, TX,
Wichita, KS,96.7%
Wickenburg, AZ,98.0%
Wickliffe, OH,
Wilbraham, MA,109.9%
Wilder, KY,
Wilder, VT,100.0%
Wildewood, MD,98.8%
Wildomar, CA,
Wildwood Crest, NJ,97.9%
Wildwood Lake, TN,
Wildwood, FL,
Wildwood, MO,98.6%
Wildwood, NJ,98.8%
Wilkinsburg, PA,
Willard, OH,
Williams Bay, WI,97.1%
Williamsburg, VA,99.9%
Williamston, MI,110.3%
Williamstown, MA,
Williamstown, WV,93.1%
Williamsville, NY,95.0%
Willimantic, CT,103.0%
Willis, TX,
Williston, ND,96.6%
Willmar, MN,
Willoughby Hills, OH,101.3%
Willoughby, OH,101.3%
Willow Springs, IL,88.2%
Willow Street, PA,
Willowbrook, CA,
Willowbrook, IL,100.1%
Willowick, OH,98.0%
Wilmette, IL,99.5%
Wilmington Island, GA,98.0%
Wilmington, DE,95.2%
Wilmington, MA,99.2%
Wilmington, NC,97.9%
Wilmington, OH,
Wilmore, KY,
Wilson, NC,
Wilsonville, OR,98.6%
Wilton Center, CT,
Wilton Manors, FL,95.0%
Wilton, IA,
Winchester, CA,101.8%
Winchester, KY,
Winchester, MA,100.7%
Winchester, NV,93.8%
Winchester, VA,100.0%
Wind Lake, WI,
Wind Point, WI,
Winder, GA,99.2%
Windermere, FL,
Windham, ME,100.9%
Windsor Heights, IA,
Windsor Locks, CT,96.3%
Windsor Mill, MD,100.0%
Windsor, CA,103.7%
Windsor, CO,
Windsor, WI,100.0%
Windy Hills, KY,97.8%
Winfield, IL,100.0%
Winfield, KS,95.2%
Winnebago, IL,
Winneconne, WI,99.1%
Winnemucca, NV,
Winnetka, IL,
Winona Lake, IN,
Winooski, VT,
Winslow, ME,
Winsted, CT,
Winston-Salem, NC,98.2%
Winter Garden, FL,95.6%
Winter Gardens, CA,102.4%
Winter Haven, FL,98.5%
Winter Park, FL,93.9%
Winter Springs, FL,97.0%
Wintergreen, VA,98.2%
Winterset, IA,
Winthrop Town, MA,98.9%
Winthrop, MA,98.9%
Winthrop, ME,
Wisconsin,,99.5%
Wisconsin Dells, WI,97.4%
Wisconsin Rapids, WI,
Wise, VA,
Withamsville, OH,
Wixom, MI,97.0%
Woburn, MA,100.6%
Wolf Creek, UT,100.0%
Wolf Lake, MI,
Wollochet, WA,100.0%
Wolverine Lake, MI,98.3%
Wonder Lake, IL,
Wood Dale, IL,97.5%
Wood Village, OR,100.0%
Wood-Ridge, NJ,115.5%
Woodbridge, CA,
Woodbridge, NJ,101.9%
Woodbridge, VA,97.2%
Woodburn, OR,100.0%
Woodburn, VA,99.8%
Woodbury Center, CT,
Woodbury, MN,97.4%
Woodbury, NJ,
Woodbury, NY,95.6%
Woodcliff Lake, NJ,
Woodfin, NC,
Woodhaven, MI,99.0%
Woodinville, WA,96.9%
Woodlake, VA,117.0%
Woodland Beach, MI,
Woodland Park, CO,
Woodland Park, NJ,
Woodland, CA,97.8%
Woodlands, CA,99.0%
Woodlawn Beach, FL,
Woodlawn, MD,
Woodlawn, VA,98.3%
Woodlyn, PA,
Woodmere, NY,
Woodmont, CT,102.1%
Woodmoor, CO,
Woodridge, IL,99.6%
Woodsburgh, NY,
Woodside, PA,100.0%
Woodstock, GA,96.0%
Woodstock, IL,101.7%
Woodstock, MD,
Woodstock, VT,
Woodville, OH,
Woodworth, OH,92.6%
Woonsocket, RI,103.4%
Wooster, OH,100.0%
Worcester, MA,99.8%
World Golf Village, FL,96.1%
Worth, IL,97.7%
Worthington Hills, KY,
Worthington, MN,
Worthington, OH,108.7%
Wrentham, MA,
Wright, FL,93.6%
Wrightstown, WI,100.0%
Wrightsville Beach, NC,96.1%
Wyandotte, MI,97.7%
Wylie, TX,100.0%
Wynantskill, NY,
Wyndham, VA,
Wyoming,,
Wyoming, MI,100.4%
Wyoming, OH,
Wyoming, RI,
Wyomissing, PA,
Xenia, OH,
Yakima, WA,97.3%
Yankton, SD,96.0%
Yaphank, NY,
Yardley, PA,
Yarmouth Port, MA,98.3%
Yarmouth, MA,98.9%
Yarmouth, ME,100.2%
Yonkers, NY,98.2%
Yorba Linda, CA,101.5%
York Harbor, ME,96.6%
York, NY,105.1%
York, PA,
Yorketown, NJ,104.9%
Yorktown, IN,95.7%
Yorktown, NY,98.8%
Yorktown, VA,
Yorkville, IL,99.2%
Youngstown, NY,
Youngstown, OH,97.8%
Youngtown, AZ,94.6%
Yountville, CA,
Ypsilanti, MI,100.0%
Yuba City, CA,
Yucaipa, CA,98.3%
Yucca Valley, CA,
Zachary, LA,99.3%
Zanesville, OH,
Zeeland, MI,100.0%
Zephyr Cove, NV,
Zephyrhills North, FL,
Zephyrhills, FL,
Zion, IL,
Zionsville, IN,96.6%
