city,state,singel_family
Smithville-Sanders, IN,98.7%
Smithville, MO,
Smithville, NJ,99.3%
Smithville, OH,
Smithville, TX,95.2%
Smock, PA,86.8%
Smoke Rise, AL,94.5%
Smoketown, PA,161.8%
Smokey Point, WA,100.3%
Smolan, KS,
Smyer, TX,
Smyrna, DE,100.4%
Smyrna, GA,99.5%
Smyrna, SC,
Smyrna, TN,99.5%
Snead, AL,101.1%
Sneads Ferry, NC,98.7%
Snelling, CA,
Snellville, GA,98.0%
Snohomish, WA,100.7%
Snook, TX,
Snoqualmie Pass, WA,98.4%
Snoqualmie, WA,100.7%
Snow Shoe, PA,
Snowflake, AZ,97.3%
Snowmass Village, CO,82.2%
Snowville, UT,
Snyder, CO,100.0%
Snyder, NE,85.0%
Snyder, TX,
Snydertown, PA,
Snyderville, UT,93.1%
So-Highway, AZ,
Soap Lake, WA,99.7%
Sobieski, WI,100.8%
Socastee, SC,97.0%
Social Circle, GA,97.6%
Society Hill, NJ,101.6%
Society Hill, SC,
Socorro, TX,99.0%
Soda Bay, CA,97.8%
Soda Springs, CA,110.1%
Sodaville, OR,84.0%
Sodus Point, NY,109.3%
Sodus, NY,142.4%
Solana Beach, CA,97.5%
Solana, FL,
Soledad, CA,101.4%
Solis, TX,
Solomon, AZ,
Solomons, MD,96.1%
Solon Mills, IL,
Solon, IA,98.1%
Solon, NY,
Solon, OH,98.6%
Solvang, CA,99.3%
Solvay, NY,105.6%
Solway, MN,
Sombrillo, NM,
Somerdale, NJ,105.0%
Somers Point, NJ,100.9%
Somers, CT,98.2%
Somers, MT,
Somers, NY,102.5%
Somers, WI,101.7%
Somerset, IN,
Somerset, KS,
Somerset, KY,95.5%
Somerset, MA,99.9%
Somerset, MD,95.2%
Somerset, NJ,105.6%
Somerset, NY,100.0%
Somerset, OH,96.9%
Somerset, PA,99.2%
Somerset, TX,89.3%
Somerset, WI,98.3%
Somersworth, NH,100.2%
Somerton, AZ,98.6%
Somerville, AL,100.6%
Somerville, MA,99.3%
Somerville, NJ,104.7%
Somerville, OH,
Somerville, TN,96.4%
Somerville, TX,
Somis, CA,74.1%
Somonauk, IL,97.6%
Sonoita, AZ,98.8%
Sonoma, CA,97.1%
Sonora, CA,97.7%
Sonora, KY,
Sonterra, TX,98.1%
Sopchoppy, FL,69.0%
Soperton, GA,
Soquel, CA,114.1%
Sorento, IL,
Sorgho, KY,98.4%
Sorrel, LA,
Sorrento, FL,92.7%
Sorrento, LA,94.6%
Soudersburg, PA,
Souderton, PA,108.7%
Soulsbyville, CA,80.0%
Sound Beach, NY,101.3%
Sour John, OK,
Sour Lake, TX,91.9%
South Alamo, TX,
South Amboy, NJ,101.2%
South Amherst, MA,110.9%
South Amherst, OH,97.8%
South Apopka, FL,98.5%
South Ashburnham, MA,
South Barre, VT,107.4%
South Barrington, IL,94.8%
South Bay, FL,
South Beach, FL,92.3%
South Beloit, IL,101.9%
South Bend, IN,98.1%
South Berwick, ME,106.1%
South Bethlehem, PA,59.5%
South Bloomfield, OH,98.6%
South Blooming Grove, NY,94.8%
South Boardman, MI,
South Bound Brook, NJ,107.4%
South Bradenton, FL,91.5%
South Bristol, NY,107.8%
South Brooksville, FL,96.8%
South Burlington, VT,101.5%
South Canal, OH,102.9%
South Carolina,,98.0%
South Carrollton, KY,
South Carthage, TN,
South Charleston, OH,
South Charleston, WV,99.2%
South Chicago Heights, IL,93.7%
South Cle Elum, WA,
South Cleveland, TN,98.1%
South Coatesville, PA,
South Connellsville, PA,
South Corning, NY,97.2%
South Coventry, CT,
South Creek, WA,101.1%
South Dakota,,97.7%
South Dayton, NY,93.9%
South Daytona, FL,95.2%
South Deerfield, MA,
South Dennis, MA,106.8%
South Dennis, NJ,97.3%
South Dos Palos, CA,101.1%
South Duxbury, MA,98.2%
South El Monte, CA,102.0%
South Elgin, IL,101.0%
South Eliot, ME,105.4%
South Euclid, OH,101.9%
South Farmingdale, NY,103.5%
South Floral Park, NY,
South Fork, MO,
South Fork, PA,100.0%
South Frydek, TX,
South Fulton, GA,99.8%
South Fulton, TN,94.8%
South Gate Ridge, FL,93.1%
South Gate, CA,102.7%
South Gate, MD,99.0%
South Glens Falls, NY,103.2%
South Greeley, WY,
South Greensburg, PA,87.3%
South Gull Lake, MI,
South Hadley, MA,107.6%
South Hamilton, MA,98.9%
South Haven, IN,100.0%
South Haven, KS,
South Haven, MN,
South Heart, ND,91.7%
South Heights, PA,
South Hempstead, NY,107.6%
South Henderson, NC,
South Hero, VT,
South Highpoint, FL,94.1%
South Hill, NY,100.0%
South Hill, WA,99.4%
South Hills, MT,
South Holland, IL,97.9%
South Hooksett, NH,100.8%
South Houston, TX,96.2%
South Huntington, NY,105.3%
South Hutchinson, KS,
South Ilion, NY,
South Jacksonville, IL,96.2%
South Jordan, UT,99.2%
South Kensington, MD,104.7%
South Kingstown, RI,100.0%
South La Paloma, TX,
South Lake Tahoe, CA,95.6%
South Lakes, AK,93.1%
South Lancaster, MA,105.9%
South Lansing, NY,
South Laurel, MD,99.4%
South Lead Hill, AR,
South Lebanon, OH,98.8%
South Lebanon, OR,102.5%
South Lima, NY,134.8%
South Lockport, NY,97.8%
South Lyon, MI,100.3%
South Miami Heights, FL,98.4%
South Miami, FL,93.8%
South Mills, NC,
South Milwaukee, WI,103.2%
South Monroe, MI,99.7%
South Monrovia Island, CA,103.7%
South Mount Vernon, OH,
South Mountain, TX,
South New Castle, PA,100.0%
South Nyack, NY,104.7%
South Ogden, UT,100.1%
South Oroville, CA,101.4%
South Padre Island, TX,94.6%
South Park Township, PA,98.0%
South Park, WY,
South Pasadena, CA,103.7%
South Pasadena, FL,99.0%
South Patrick Shores, FL,96.8%
South Pekin, IL,
South Philipsburg, PA,
South Plainfield, NJ,106.5%
South Point, OH,
South Point, TX,
South Portland, ME,101.8%
South Pottstown, PA,102.2%
South Prairie, WA,101.1%
South Range, MI,
South Renovo, PA,
South Riding, VA,99.7%
South River, NJ,105.1%
South River, NM,
South Rockwood, MI,103.4%
South Rosemary, NC,91.1%
South Roxana, IL,
South Royalton, VT,100.0%
South Run, VA,98.7%
South Russell, OH,100.0%
South Salem, OH,
South Salt Lake, UT,99.7%
South San Francisco, CA,112.2%
South San Gabriel, CA,98.8%
South San Jose Hills, CA,101.3%
South Sanford, ME,100.0%
South Sarasota, FL,98.2%
South Seaville, NJ,100.0%
South Shaftsbury, VT,
South Shore, KY,
South Shore, SD,
South Sioux City, NE,96.7%
South Solon, OH,
South St. Paul, MN,100.1%
South Sumter, SC,
South Taft, CA,
South Temple, PA,98.8%
South Toms River, NJ,102.4%
South Trona, CA,
South Tucson, AZ,98.4%
South Union, SC,
South Uniontown, PA,
South Vacherie, LA,96.1%
South Valley Stream, NY,104.7%
South Valley, NY,
South Van Horn, AK,
South Venice, FL,95.1%
South Vienna, OH,
South Vinemont, AL,100.0%
South Waverly, PA,
South Weber, UT,102.4%
South Webster, OH,
South Wenatchee, WA,
South Whitley, IN,100.0%
South Whittier, CA,100.9%
South Willard, UT,
South Williamsport, PA,100.0%
South Wilmington, IL,
South Wilton, CT,103.4%
South Windham, CT,122.0%
South Windham, ME,125.5%
South Woodstock, CT,104.0%
South Woodstock, VT,
South Yarmouth, MA,100.6%
South Zanesville, OH,97.8%
Southampton, MA,100.0%
Southampton, NY,
Southaven, MS,98.8%
Southborough, MA,98.7%
Southbridge Town, MA,100.1%
Southbridge, MA,100.1%
Southchase, FL,98.7%
Southeast Arcadia, FL,98.4%
Southeast, NY,103.3%
Southern Gateway, VA,
Southern Pines, NC,98.0%
Southern Shops, SC,99.9%
Southern Shores, NC,99.2%
Southern View, IL,100.0%
Southfield, MI,100.5%
Southgate, FL,94.8%
Southgate, KY,97.2%
Southgate, MI,102.1%
Southglenn, CO,98.7%
Southlake, TX,97.5%
Southmayd, TX,
Southmont, NC,98.5%
Southmont, PA,101.3%
Southold, NY,95.1%
Southport, CT,97.4%
Southport, IN,
Southport, NC,98.0%
Southport, NY,108.3%
Southside Place, TX,
Southside, AL,97.5%
Southside, AR,96.5%
Southwest Greensburg, PA,98.7%
Southwest Ranches, FL,94.8%
Southwick, MA,104.1%
Southwood Acres, CT,109.2%
Southworth, WA,94.7%
Spackenkill, NY,105.0%
Spafford, NY,102.6%
Spanaway, WA,100.6%
Spangle, WA,
Spanish Fork, UT,99.2%
Spanish Fort, AL,96.5%
Spanish Lake, MO,100.2%
Spanish Springs, NV,98.6%
Sparkill, NY,
Sparks, MD,
Sparks, NV,99.1%
Sparks, OK,78.6%
Sparks, TX,
Sparland, IL,
Sparrow Bush, NY,
Sparrowhawk, OK,
Sparrows Point, MD,
Sparta, GA,95.2%
Sparta, KY,98.5%
Sparta, MI,100.7%
Sparta, MO,
Sparta, NY,
Sparta, OH,
Spartanburg, SC,96.9%
Spartansburg, PA,
Spaulding, CA,100.0%
Spaulding, IL,
Spearfish, SD,98.8%
Spearville, KS,
Speed, NC,
Speedway, IN,95.3%
Speers, PA,100.0%
Spelter, WV,
Spencer, IA,95.1%
Spencer, IN,102.6%
Spencer, MA,99.0%
Spencer, NC,96.8%
Spencer, NY,
Spencer, OH,100.0%
Spencer, OK,94.8%
Spencer, SD,
Spencer, WI,99.9%
Spencerport, NY,100.0%
Spencerville, MD,97.4%
Spencerville, NM,
Spencerville, OH,89.1%
Sperry, OK,101.3%
Sperryville, VA,
Spiceland, IN,97.2%
Spicer, MN,98.8%
Spillertown, IL,98.8%
Spindale, NC,92.2%
Spinnerstown, PA,
Spirit Lake, IA,98.2%
Spirit Lake, ID,92.0%
Spiritwood Lake, ND,
Splendora, TX,93.3%
Spokane Valley, WA,99.6%
Spokane, LA,
Spokane, MO,
Spokane, WA,99.3%
Spotswood, NJ,99.4%
Spotsylvania Courthouse, VA,99.6%
Spout Springs, NC,98.6%
Sprague River, OR,
Sprague, NE,
Spreckels, CA,94.7%
Spring Arbor, MI,101.1%
Spring Bay, IL,
Spring City, PA,100.6%
Spring City, TN,88.2%
Spring Creek, NV,98.3%
Spring Drive Mobile Home Park, PA,
Spring Glen, UT,89.7%
Spring Green, WI,114.9%
Spring Grove, IL,98.6%
Spring Grove, IN,
Spring Grove, MN,
Spring Grove, PA,100.0%
Spring Hill, FL,97.8%
Spring Hill, IA,
Spring Hill, KS,
Spring Hill, MN,
Spring Hill, PA,
Spring Hill, TN,98.7%
Spring Hope, NC,
Spring House, PA,183.8%
Spring Lake Heights, NJ,98.2%
Spring Lake Park, MN,99.1%
Spring Lake, FL,
Spring Lake, IN,
Spring Lake, MI,101.5%
Spring Lake, NC,100.4%
Spring Lake, NJ,95.6%
Spring Lake, UT,
Spring Mill, KY,
Spring Mills, PA,
Spring Mount, PA,90.9%
Spring Park, MN,108.1%
Spring Ridge, FL,
Spring Ridge, MD,97.0%
Spring Ridge, PA,97.6%
Spring Valley Lake, CA,99.1%
Spring Valley Village, TX,97.5%
Spring Valley, AZ,
Spring Valley, CA,97.0%
Spring Valley, IL,93.9%
Spring Valley, KY,
Spring Valley, MN,94.4%
Spring Valley, NV,98.1%
Spring Valley, NY,105.9%
Spring Valley, OH,
Spring Valley, WI,97.8%
Spring, TX,98.4%
Springboro, OH,99.2%
Springboro, PA,100.0%
Springdale, AR,98.4%
Springdale, MD,102.7%
Springdale, NC,80.5%
Springdale, NJ,99.1%
Springdale, OH,101.1%
Springdale, PA,100.0%
Springdale, SC,100.1%
Springdale, UT,
Springdale, WA,
Springer, OK,
Springfield Center, NY,
Springfield Township, OH,99.7%
Springfield, FL,99.4%
Springfield, GA,99.0%
Springfield, IL,98.8%
Springfield, LA,
Springfield, MA,103.8%
Springfield, MI,94.1%
Springfield, MN,97.7%
Springfield, MO,100.0%
Springfield, NE,97.6%
Springfield, NJ,104.2%
Springfield, NY,
Springfield, OH,99.2%
Springfield, OR,100.9%
Springfield, PA,104.8%
Springfield, SC,
Springfield, TN,96.6%
Springfield, VA,100.4%
Springfield, VT,89.0%
Springfield, WI,
Springfield, WV,
Springhill, LA,98.3%
Springhill, MT,
Springmont, PA,101.8%
Springport, IN,100.0%
Springport, MI,97.4%
Springport, NY,
Springs, NY,88.0%
Springtown, AR,
Springtown, TX,94.9%
Springvale, ME,98.6%
Springville, AL,97.8%
Springville, CA,97.3%
Springville, IA,
Springville, NY,104.9%
Springville, UT,99.3%
Springville, VA,
Springwater Hamlet, NY,
Springwater, NY,92.7%
Spry, PA,98.3%
Spurgeon, IN,
Spurgeon, TN,98.4%
Squaw Valley, CA,93.3%
Squirrel Mountain Valley, CA,106.1%
St Charles, MN,98.6%
St Johnsville, NY,
St. Albans, VT,104.5%
St. Albans, WV,100.2%
St. Ann Highlands, CO,
St. Ann, MO,97.8%
St. Anne, IL,
St. Anthony, ID,
St. Anthony, MN,100.3%
St. Augusta, MN,96.4%
St. Augustine Beach, FL,94.5%
St. Augustine Shores, FL,97.0%
St. Augustine South, FL,96.6%
St. Augustine, FL,96.8%
St. Augustine, IL,
St. Bernard, OH,106.8%
St. Bernice, IN,
St. Bonaventure, NY,
St. Bonifacius, MN,98.9%
St. Charles, IA,
St. Charles, IL,100.6%
St. Charles, MD,99.5%
St. Charles, MI,112.5%
St. Charles, MO,99.9%
St. Clair Shores, MI,99.6%
St. Clair, MI,95.7%
St. Clair, MO,100.8%
St. Clair, PA,109.3%
St. Clairsville, OH,94.6%
St. Cloud, FL,97.2%
St. Cloud, MN,100.1%
St. Cloud, WI,
St. David, AZ,93.7%
St. David, IL,
St. Davids, PA,98.0%
St. Florian, AL,
St. Francis, MN,100.7%
St. Francis, WI,95.1%
St. Francisville, LA,
St. Gabriel, LA,97.8%
St. George Island, MD,87.6%
St. George, KS,
St. George, MO,96.9%
St. George, SC,96.2%
St. George, UT,99.3%
St. George, VT,
St. Georges, DE,97.7%
St. Hedwig, TX,
St. Helena, CA,98.7%
St. Helena, NC,
St. Helens, OR,99.7%
St. Henry, OH,
St. Jacob, IL,100.0%
St. James City, FL,91.1%
St. James, LA,
St. James, MD,101.1%
St. James, MO,98.0%
St. James, NC,97.5%
St. James, NY,104.5%
St. Joe, IN,
St. John, IN,99.1%
St. John, MO,101.5%
St. John, WA,
St. Johns, MI,98.2%
St. Johns, OH,
St. Johnsville, NY,
St. Joseph, IL,99.1%
St. Joseph, KY,100.0%
St. Joseph, MI,96.0%
St. Joseph, MN,99.6%
St. Joseph, MO,98.3%
St. Joseph, TN,
St. Joseph, WI,
St. Lawrence, PA,100.0%
St. Leon, IN,
St. Leonard, MD,101.7%
St. Libory, IL,
St. Libory, NE,96.8%
St. Louis Park, MN,99.6%
St. Louis, MI,102.8%
St. Louis, MO,99.5%
St. Louis, OK,
St. Louisville, OH,112.7%
St. Lucie Village, FL,
St. Marks, FL,
St. Martin, MN,
St. Martin, MS,95.3%
St. Martins, MO,
St. Martinville, LA,
St. Mary of the Woods, IN,
St. Mary's, CO,100.5%
St. Marys Point, MN,103.0%
St. Marys, GA,98.5%
St. Marys, IA,
St. Marys, KS,
St. Marys, OH,98.6%
St. Marys, PA,
St. Matthews, KY,98.8%
St. Michael, MN,98.5%
St. Michael, PA,97.6%
St. Michaels, MD,94.1%
St. Nazianz, WI,96.9%
St. Paris, OH,99.5%
St. Paul Park, MN,105.3%
St. Paul, AR,
St. Paul, IA,
St. Paul, IN,103.6%
St. Paul, MN,100.7%
St. Paul, MO,99.3%
St. Paul, NE,100.0%
St. Paul, OR,
St. Paul, TX,98.7%
St. Paul, VA,
St. Pauls, NC,
St. Pete Beach, FL,93.1%
St. Peter, WI,
St. Peters, MO,100.5%
St. Petersburg, FL,97.0%
St. Regis Falls, NY,
St. Regis Park, KY,95.5%
St. Robert, MO,99.5%
St. Rose, IL,
St. Rose, LA,100.0%
St. Simons, GA,96.8%
St. Stephen, MN,100.0%
St. Stephen, SC,95.5%
St. Stephens, NC,97.5%
St. Thomas, MO,
Staatsburg, NY,107.1%
Stacy, MN,100.8%
Stafford Courthouse, VA,100.3%
Stafford Springs, CT,107.1%
Stafford, NY,107.2%
Stafford, OR,95.4%
Stafford, TX,96.6%
Stagecoach, NV,98.2%
Stagecoach, TX,
Staley, NC,
Stallings, NC,98.7%
Stallion Springs, CA,99.9%
Stamford, CT,101.8%
Stamford, VT,
Stamping Ground, KY,
Stanardsville, VA,100.0%
Stanchfield, MN,
Standing Rock, AL,
Standish, ME,98.8%
Stanfield, AZ,93.3%
Stanfield, NC,98.9%
Stanfield, OR,
Stanford, CA,
Stanford, IL,99.1%
Stanford, KY,99.2%
Stanford, NY,88.4%
Stanhope, NJ,104.2%
Stanley, KY,
Stanley, LA,
Stanley, NC,99.6%
Stanley, WI,
Stanleytown, VA,98.1%
Stansberry Lake, WA,
Stansbury Park, UT,98.7%
Stanton, CA,102.9%
Stanton, MI,95.0%
Stanton, MO,100.0%
Stanton, NE,
Stanton, TN,
Stanton, TX,
Stantonsburg, NC,
Stanwood, MI,
Stanwood, WA,100.6%
Staplehurst, NE,
Staples, CT,101.9%
Stapleton, AL,94.0%
Stapleton, NE,91.8%
Star City, AR,91.3%
Star City, WV,
Star Harbor, TX,98.4%
Star Junction, PA,
Star Lake, NY,91.9%
Star Prairie, WI,93.6%
Star Valley, AZ,96.1%
Star, ID,98.9%
Starbrick, PA,
Stark City, MO,
Starkey, NY,
Starks, LA,
Starkville, MS,
Starr, SC,
Startex, SC,
Startup, WA,101.3%
State Center, IA,91.7%
State College, PA,99.9%
State Line City, IN,86.0%
State Line, ID,
State Line, PA,104.3%
Stateburg, SC,99.4%
Stateline, NV,
Statesboro, GA,99.0%
Statesville, NC,97.8%
Statesville, TN,
Statham, GA,99.3%
Staunton, IL,96.1%
Staunton, IN,
Staunton, VA,99.5%
Stayton, OR,98.0%
Steamboat Springs, CO,98.1%
Stebbins, CA,
Stedman, NC,83.3%
Steele Creek, AK,
Steele, AL,
Steelton, PA,102.7%
Steely Hollow, OK,98.4%
Steep Falls, ME,
Steger, IL,98.0%
Steilacoom, WA,97.3%
Steiner Ranch, TX,95.7%
Stella, MO,
Stem, NC,100.7%
Stephens City, VA,98.2%
Stephens, AR,
Stephenson, MI,97.0%
Stephentown, NY,
Stephenville, TX,98.2%
Stepney, CT,104.3%
Stepping Stone, CO,100.2%
Steptoe, WA,
Sterling City, TX,
Sterling Heights, MI,100.5%
Sterling Ranch, CO,99.4%
Sterling, CO,93.8%
Sterling, GA,97.3%
Sterling, IL,95.7%
Sterling, MA,107.8%
Sterling, NY,99.5%
Sterling, OH,
Sterling, OK,
Sterling, VA,99.0%
Sterlington, LA,
Sterrett, AL,101.6%
Steuben, NY,
Steubenville, OH,90.5%
Stevens Point, WI,102.4%
Stevens, PA,98.2%
Stevenson Ranch, CA,99.7%
Stevenson, AL,98.8%
Stevenson, WA,100.0%
Stevensville, MD,97.8%
Stevensville, MI,98.0%
Stevinson, CA,98.8%
Steward, IL,96.8%
Stewart Manor, NY,108.3%
Stewart, MN,97.4%
Stewartstown, PA,97.8%
Stewartsville, MO,104.5%
Stewartsville, NJ,100.0%
Stewartsville, VA,
Stewartville, AL,94.4%
Stewartville, MN,100.5%
Stickney, IL,98.4%
Stiles, PA,
Stilesville, IN,86.4%
Stillman Valley, IL,
Stillwater, MN,100.6%
Stillwater, NY,96.2%
Stillwater, OK,98.6%
Stillwater, PA,100.0%
Stimson Crossing, WA,102.9%
Stinesville, IN,
Stinnett, TX,
Stinson Beach, CA,100.1%
Stirling City, CA,
Stirling, NJ,
Stittville, NY,
Stock Island, FL,
Stockbridge, GA,98.9%
Stockbridge, MA,
Stockbridge, MI,99.1%
Stockbridge, NY,102.3%
Stockbridge, WI,
Stockdale, PA,95.5%
Stockdale, TX,101.2%
Stockertown, PA,99.8%
Stockett, MT,
Stockholm, NY,100.0%
Stockport, NY,100.0%
Stockton Bend, TX,
Stockton, AL,
Stockton, CA,99.7%
Stockton, GA,
Stockton, MN,
Stockton, NJ,
Stockton, NY,
Stockton, UT,99.1%
Stockwell, IN,
Stokes, NC,
Stokesdale, NC,98.7%
Stollings, WV,
Stone City, IA,
Stone Creek, OH,109.8%
Stone Harbor, NJ,97.1%
Stone Mountain, GA,94.4%
Stone Park, IL,100.0%
Stone Ridge, NY,100.0%
Stone Ridge, VA,101.1%
Stoneboro, PA,68.2%
Stonebridge, NJ,108.2%
Stonecrest, GA,99.6%
Stonega, VA,
Stonegate, CO,99.5%
Stoneham, MA,104.6%
Stoneridge, NM,
Stones Landing, CA,90.8%
Stoneville, NC,93.2%
Stonewall, LA,97.3%
Stonewall, MS,
Stonewall, NC,
Stonewall, OK,
Stonewall, TX,
Stonewood, WV,100.0%
Stoney Point, OK,
Stonington, CT,97.7%
Stonington, IL,
Stony Brook, NY,104.3%
Stony Creek Mills, PA,102.5%
Stony Creek, VA,
Stony Point, MI,102.4%
Stony Point, NC,
Stony Point, NY,103.7%
Stony Prairie, OH,
Stony Ridge, OH,103.6%
Stonybrook, PA,100.6%
Storm Lake, IA,98.1%
Stormstown, PA,
Storrs, CT,114.3%
Story City, IA,99.1%
Story, WY,
Stottville, NY,100.0%
Stouchsburg, PA,
Stoughton, MA,100.9%
Stoughton, WI,102.1%
Stout, IA,
Stoutsville, OH,
Stovall, NC,
Stow, MA,102.3%
Stow, OH,100.4%
Stowe, PA,101.4%
Stowell, TX,
Stoystown, PA,66.8%
Strafford, MO,
Strasburg, CO,101.4%
Strasburg, MO,
Strasburg, OH,100.5%
Strasburg, PA,98.6%
Stratford Downtown, CT,
Stratford, CA,
Stratford, CT,101.8%
Stratford, NJ,100.5%
Stratford, NY,
Stratford, WI,
Strathmere, NJ,
Strathmoor Manor, KY,
Strathmoor Village, KY,101.0%
Strathmore, CA,
Strathmore, NJ,101.8%
Stratmoor, CO,
Stratton Mountain, VT,98.8%
Straughn, IN,
Strausstown, PA,
Strawberry Plains, TN,94.0%
Strawberry, AZ,96.6%
Strawberry, CA,102.5%
Strawn, TX,
Strayhorn, MS,94.7%
Streamwood, IL,100.6%
Streator, IL,95.8%
Streeter, ND,
Streetsboro, OH,99.4%
Strodes Mills, PA,100.0%
Strong City, KS,
Stronghurst, IL,
Strongsville, OH,99.6%
Stroud, OK,88.3%
Stroudsburg, PA,
Struthers, OH,97.2%
Stuart, FL,95.4%
Stuarts Draft, VA,100.8%
Sturbridge, MA,95.7%
Sturgeon, MO,
Sturgeon, PA,101.2%
Sturgis, MI,99.3%
Sturgis, SD,89.0%
Sturtevant, WI,101.3%
Stuyvesant, NY,96.5%
Suamico, WI,98.3%
Sublette, IL,
Sublimity, OR,99.3%
Succasunna, NJ,102.5%
Sudbury, MA,95.8%
Sudden Valley, WA,98.8%
Sudlersville, MD,100.0%
Sudley, VA,99.5%
Suffern, NY,107.3%
Suffield Depot, CT,94.6%
Suffield, OH,90.8%
Suffolk, VA,98.5%
Sugar Bush Knolls, OH,
Sugar City, ID,
Sugar Creek, MO,
Sugar Grove, IL,97.6%
Sugar Grove, OH,
Sugar Grove, PA,
Sugar Hill, GA,98.4%
Sugar Land, TX,97.1%
Sugar Notch, PA,90.3%
Sugarcreek, OH,101.9%
Sugarcreek, PA,96.6%
Sugarland Run, VA,98.4%
Sugarloaf Mountain Park, CA,
Sugarloaf Saw Mill, CA,
Sugarloaf, CO,
Sugarmill Woods, FL,98.2%
Sugartown, LA,
Suisun City, CA,101.0%
Suitland, MD,100.9%
Sullivan City, TX,75.4%
Sullivan Gardens, TN,91.2%
Sullivan, IN,
Sullivan, MO,101.2%
Sullivan, NY,102.0%
Sullivan, OH,
Sullivan, WI,
Sullivan's Island, SC,95.8%
Sully, IA,96.6%
Sulphur Rock, AR,
Sulphur Springs, AR,104.3%
Sulphur Springs, IN,96.7%
Sulphur Springs, OH,
Sulphur Springs, TX,99.4%
Sulphur, LA,96.6%
Sultan, WA,100.2%
Sultana, CA,
Sumas, WA,97.2%
Sumiton, AL,97.5%
Summer Set, MO,103.3%
Summer Shade, KY,100.0%
Summerdale, AL,98.2%
Summerfield, MD,
Summerfield, NC,94.2%
Summerhaven, AZ,100.0%
Summerhill, NY,
Summerhill, PA,
Summerland, CA,95.9%
Summerlin South, NV,96.8%
Summers, AR,
Summerset, SD,97.4%
Summerside, OH,99.5%
Summersville, KY,
Summerton, SC,
Summertown, TN,
Summerville, GA,91.2%
Summerville, OR,
Summerville, SC,99.5%
Summit Hill, PA,100.7%
Summit Park, UT,98.3%
Summit Station, PA,96.1%
Summit View, WA,99.4%
Summit, AZ,100.0%
Summit, IL,92.0%
Summit, MS,
Summit, NJ,110.6%
Summit, NY,97.9%
Summit, UT,
Summit, WA,99.4%
Summit, WI,95.6%
Summitview, WA,100.0%
Summitville, IN,
Sumner, GA,98.2%
Sumner, IA,
Sumner, NE,
Sumner, WA,98.8%
Sumter, SC,98.1%
Sun City Center, FL,96.6%
Sun City West, AZ,97.7%
Sun City, AZ,98.0%
Sun City, CA,100.2%
Sun Lakes, AZ,98.5%
Sun Prairie, MT,
Sun Prairie, WI,100.0%
Sun Valley, AZ,97.5%
Sun Valley, ID,
Sun Valley, NV,100.1%
Sun Valley, PA,95.1%
Sun Village, CA,99.5%
Sun, LA,
Sunbright, TN,
Sunbrook, PA,93.5%
Sunburg, MN,
Sunbury, OH,99.6%
Sunbury, PA,84.2%
Suncoast Estates, FL,
Suncook, NH,112.9%
Suncrest, WA,100.0%
Sundance, UT,
Sundance, WY,95.9%
Sunday Lake, WA,
Sunderland, MA,
Sundown, TX,
Sunfield, MI,
Sunfish Lake, MN,100.0%
Sunflower, MS,
Sunizona, AZ,101.9%
Sunland Estates, WA,92.5%
Sunland Park, NM,96.9%
Sunlit Hills, NM,109.0%
Sunny Isles Beach, FL,90.1%
Sunny Side, GA,
Sunnyland, IL,100.4%
Sunnyside-Tahoe City, CA,96.5%
Sunnyside, CA,99.4%
Sunnyside, GA,103.1%
Sunnyside, OR,102.2%
Sunnyside, UT,
Sunnyside, WA,99.2%
Sunnyslope, CA,
Sunnyslope, WA,99.2%
Sunnyvale, CA,112.9%
Sunnyvale, TX,88.9%
Sunol-Midtown, CA,
Sunol, CA,101.6%
Sunray, OK,
Sunray, TX,
Sunrise Lake, PA,101.3%
Sunrise Manor, NV,99.3%
Sunrise Shores, TX,
Sunrise, FL,97.0%
Sunriver, OR,96.5%
Sunset Bay, NY,
Sunset Beach, CA,
Sunset Beach, NC,99.2%
Sunset Hills, MO,106.7%
Sunset Lake, NJ,
Sunset Valley, TX,95.4%
Sunset Village, GA,
Sunset, AR,
Sunset, FL,95.8%
Sunset, LA,100.0%
Sunset, UT,100.3%
Sunshine, CO,
Sunshine, NM,
Sunsites, AZ,93.4%
Superior, AZ,99.9%
Superior, CO,97.4%
Superior, IA,
Supreme, LA,
Suquamish, WA,100.0%
Surf City, NC,99.5%
Surf City, NJ,91.1%
Surfside Beach, SC,94.0%
Surfside Beach, TX,97.0%
Surfside, FL,94.8%
Surgoinsville, TN,93.9%
Suring, WI,
Surprise, AZ,99.1%
Surrey, ND,
Susan Moore, AL,
Susank, KS,
Susanville, CA,97.7%
Susitna North, AK,97.5%
Susquehanna Trails, PA,100.4%
Sussex, NJ,
Sussex, WI,101.9%
Sutersville, PA,107.2%
Sutherland, NE,95.2%
Sutherlin, OR,97.4%
Sutter, CA,
Sutton-Alpine, AK,108.4%
Sutton, MA,101.6%
Suttons Bay, MI,
Suwanee, GA,99.2%
Svensen, OR,
Swaledale, IA,
Swampscott, MA,100.6%
Swan Valley, ID,
Swan, IA,
Swannanoa, NC,96.3%
Swansboro, NC,99.0%
Swansea, IL,100.1%
Swansea, MA,101.2%
Swanton, OH,97.2%
Swanton, VT,103.8%
Swarthmore, PA,105.6%
Swartz Creek, MI,105.2%
Swartz, LA,94.6%
Swartzville, PA,
Swayzee, IN,100.0%
Swede Heaven, WA,98.4%
Swedeland, PA,
