city,state,townhouse
Wailuku, HI,99.7%
Waipahu, HI,
Waipio, HI,
Waite Park, MN,99.6%
Wake Forest, NC,99.7%
Wakefield, MA,104.6%
Wakefield, NE,
Wakefield, VA,
Walden, NY,
Waldorf, MD,100.7%
Waldwick, NJ,
Wales, WI,
Walker Mill, MD,100.0%
Walker, LA,100.7%
Walker, MN,95.3%
Walkersville, MD,101.8%
Walkertown, NC,
Walla Walla East, WA,
Walla Walla, WA,97.0%
Wallkill, NY,96.8%
Walnut Cove, NC,
Walnut Creek, CA,99.4%
Walnut Grove, WA,
Walnut, CA,
Walnutport, PA,
Walpole, MA,100.9%
Waltham, MA,98.5%
Wanamingo, MN,100.0%
Wanaque, NJ,113.5%
Wantagh, NY,
Wappinger, NY,109.6%
Wappingers Falls, NY,109.6%
Ware, MA,
Wareham Center, MA,100.0%
Wareham, MA,98.8%
Warminster Heights, PA,
Warner Robins, GA,99.6%
Warr Acres, OK,
Warren, MI,
Warrensburg, MO,100.0%
Warrensburg, NY,98.8%
Warrenton, OR,
Warrenton, VA,100.3%
Warrenville, IL,100.0%
Warrenville, SC,
Warrington, FL,
Warrior, AL,
Warsaw, IN,
Warwick, NY,
Washington,,99.5%
Washington Terrace, UT,101.3%
Washington, DC,98.3%
Washington, IL,96.6%
Washington, NC,97.3%
Washington, PA,
Washington, UT,100.6%
Washingtonville, NY,100.0%
Washougal, WA,
Watauga, TX,92.1%
Waterbury, VT,
Waterford, NY,
Waterloo, IA,101.1%
Waterloo, NE,
Waterman, IL,
Watertown Town, MA,98.4%
Watertown, MA,98.4%
Watertown, MN,
Watertown, SD,
Waterville, MN,
Watsonville, CA,
Wauconda, IL,102.5%
Waukee, IA,
Waukegan, IL,99.6%
Waukesha, WI,
Wauna, WA,
Waunakee, WI,100.0%
Waupun, WI,
Waverly, NE,
Wawayanda, NY,
Waxahachie, TX,
Waxhaw, NC,100.0%
Wayland, MA,100.0%
Wayne Heights, PA,
Wayne, PA,103.0%
Waynesboro, PA,100.2%
Waynesboro, VA,102.0%
Waynesville, NC,
Wayzata, MN,96.4%
Weatherford, OK,
Weatherford, TX,
Weatherly, PA,
Weaverville, NC,100.5%
Webster, MA,
Webster, NY,
Webster, TX,97.7%
Wedderburn, OR,
Wedgefield, FL,96.9%
Weigelstown, PA,101.1%
Wekiwa Springs, FL,99.9%
Welby, CO,97.4%
Wellesley, MA,
Wellfleet, MA,92.5%
Wellington, CO,100.0%
Wellington, FL,98.6%
Wellington, OH,
Wenatchee, WA,
Wendell, NC,98.0%
Wenham, MA,100.0%
Wernersville, PA,
Wescosville, PA,
Weslaco, TX,
Wesley Chapel, FL,98.0%
West Athens, CA,99.4%
West Babylon, NY,
West Bay Shore, NY,103.5%
West Bend, WI,
West Berlin, NJ,
West Bountiful, UT,
West Boylston, MA,101.1%
West Bridgewater, MA,
West Carrollton, OH,
West Carson, CA,107.0%
West Carthage, NY,
West Chatham, MA,
West Chester, OH,103.2%
West Chester, PA,100.5%
West Chicago, IL,
West Clarkston-Highland, WA,
West Concord, MA,
West Concord, MN,
West Conshohocken, PA,
West Covina, CA,100.0%
West Dennis, MA,
West Des Moines, IA,
West Dundee, IL,100.0%
West Easton, PA,
West Fairview, PA,
West Falls Church, VA,99.8%
West Falmouth, MA,
West Freehold, NJ,
West Gate, VA,
West Glens Falls, NY,100.0%
West Goshen, PA,97.3%
West Grove, PA,
West Haven-Sylvan, OR,100.0%
West Haven, UT,99.6%
West Haverstraw, NY,97.4%
West Hollywood, CA,
West Hurley, NY,
West Jordan, UT,99.8%
West Lafayette, IN,
West Laurel, MD,
West Lawn, PA,110.1%
West Lealman, FL,
West Linn, OR,102.1%
West Little River, FL,
West Long Branch, NJ,
West Melbourne, FL,
West Menlo Park, CA,
West Miami, FL,
West Mifflin, PA,
West Milwaukee, WI,
West New York, NJ,
West Newbury, MA,
West Norriton, PA,105.0%
West Palm Beach, FL,96.6%
West Park, FL,
West Pensacola, FL,
West Perrine, FL,100.0%
West Pittston, PA,
West Pleasant View, CO,104.4%
West Point, UT,100.0%
West Point, VA,
West Reading, PA,100.4%
West Richland, WA,100.0%
West Sacramento, CA,
West Samoset, FL,
West Seneca, NY,100.0%
West Slope, OR,
West Springfield Town, MA,97.9%
West Springfield, VA,100.6%
West St. Paul, MN,97.9%
West Swanzey, NH,
West Union, SC,
West University Place, TX,109.5%
West Valley City, UT,100.0%
West Vero Corridor, FL,
West View, PA,
West Virginia,,98.9%
West Wareham, MA,
West Wendover, NV,92.7%
West Wildwood, NJ,98.7%
West Woodstock, VT,
West Wyomissing, PA,
West Yarmouth, MA,98.1%
West Yellowstone, MT,
West York, PA,105.4%
Westborough, MA,104.3%
Westbrook, ME,
Westchase, FL,99.0%
Westchester, FL,101.7%
Westchester, IL,101.0%
Western Springs, IL,104.7%
Westernport, MD,
Westfield, IN,96.5%
Westfield, MA,108.6%
Westford, MA,100.0%
Westlake Corner, VA,
Westlake Village, CA,95.5%
Westlake, FL,
Westlake, OH,97.6%
Westlake, TX,
Westmere, NY,
Westminster, CA,101.5%
Westminster, CO,99.1%
Westminster, LA,
Westminster, MA,103.8%
Westminster, MD,99.5%
Westmont, IL,101.9%
Westmont, NJ,108.2%
Weston, FL,97.2%
Weston, MA,106.6%
Weston, MO,
Westphalia, MD,105.8%
Westport, NC,
Westview, FL,100.0%
Westville, NJ,
Westwood, MA,
Westwood, NJ,
Westwood, PA,
Wetherington, OH,
Weymouth Town, MA,98.1%
Wheat Ridge, CO,99.5%
Wheatland, NY,
Wheaton, IL,98.8%
Wheaton, MD,96.8%
Wheeling, IL,101.7%
Wheeling, WV,96.3%
Whidbey Island, WA,98.1%
Whippany, NJ,
White Bear Lake, MN,97.0%
White Bluff, TN,
White Center, WA,
White City, FL,98.7%
White City, OR,100.8%
White Hall, WV,
White Haven, PA,
White Horse, NJ,100.6%
White House, TN,94.3%
White Marsh, MD,100.3%
White Oak, MD,103.5%
White Oak, OH,
White Rock, NM,
White Settlement, TX,
Whitefish, MT,
Whitehall, PA,97.8%
Whitemarsh Island, GA,
Whitestown, IN,97.6%
Whitfield, PA,
Whitinsville, MA,97.8%
Whitman, MA,105.3%
Whitney, NV,100.5%
Whitsett, NC,
Whittier, CA,102.3%
Whittingham, NJ,
Wichita, KS,98.7%
Wickenburg, AZ,92.8%
Wiggins, CO,
Wilbraham, MA,
Wilder, VT,
Wildewood, MD,100.0%
Wildwood Crest, NJ,95.7%
Wildwood Lake, TN,89.5%
Wildwood, FL,
Wildwood, NJ,99.3%
Wilkes-Barre, PA,117.6%
Wilkesboro, NC,99.3%
Wilkinsburg, PA,
Willernie, MN,
Williamsburg, FL,
Williamsburg, MA,
Williamsburg, VA,98.7%
Williamsport, MD,
Williamsport, PA,
Williamstown, NJ,103.0%
Williamstown, PA,
Williamsville, NY,100.0%
Willis, TX,
Williston, ND,100.3%
Willmar, MN,105.6%
Willoughby Hills, OH,
Willoughby, OH,
Willow Grove, PA,101.9%
Willow Springs, IL,97.1%
Willow Street, PA,100.0%
Willowbrook, CA,
Willowbrook, IL,97.5%
Willowick, OH,
Wilmerding, PA,
Wilmette, IL,96.6%
Wilmington Island, GA,100.0%
Wilmington, DE,99.5%
Wilmington, IL,
Wilmington, MA,
Wilmington, NC,98.0%
Wilson, NC,100.5%
Wilson, PA,98.7%
Wilson's Mills, NC,
Wilsonville, OR,99.7%
Wilton Manors, FL,95.8%
Wilton, NY,105.9%
Wimauma, FL,100.0%
Wimberley, TX,
Winchester, CA,103.8%
Winchester, KY,
Winchester, MA,102.5%
Winchester, NV,98.3%
Winchester, TN,90.0%
Winchester, VA,99.3%
Wind Gap, PA,
Windcrest, TX,
Winder, GA,99.5%
Windham, ME,
Windsor Mill, MD,101.3%
Windsor, CA,
Windsor, CO,97.4%
Windsor, PA,
Windsor, WI,108.9%
Winfield, IL,100.0%
Winfield, IN,100.0%
Winfield, KS,
Winfield, WV,
Winnemucca, NV,
Winnetka, IL,
Winona, MN,100.5%
Winooski, VT,
Winsted, MN,
Winston-Salem, NC,97.6%
Winston, OR,
Winter Beach, FL,
Winter Garden, FL,98.9%
Winter Gardens, CA,100.0%
Winter Haven, FL,86.8%
Winter Park, FL,97.4%
Winter Springs, FL,99.0%
Wintergreen, VA,97.2%
Winterville, NC,101.8%
Winthrop Town, MA,
Winthrop, MA,
Wisconsin,,101.5%
Wisconsin Dells, WI,
Withamsville, OH,
Woburn, MA,101.5%
Wolf Creek, UT,
Wolfdale, PA,
Wolfforth, TX,
Wollochet, WA,
Womelsdorf, PA,104.3%
Wonder Lake, IL,99.5%
Wood Dale, IL,106.4%
Wood Village, OR,
Wood-Ridge, NJ,
Woodbridge, VA,100.5%
Woodburn, OR,
Woodburn, VA,
Woodbury Heights, NJ,
Woodbury, MN,99.4%
Woodbury, NJ,
Woodcliff Lake, NJ,
Woodcreek, TX,96.1%
Woodfin, NC,98.6%
Woodinville, WA,100.0%
Woodlake, VA,
Woodland Park, CO,
Woodland Park, NJ,100.4%
Woodland, CA,
Woodland, WA,
Woodlands, CA,
Woodlawn Beach, FL,97.9%
Woodlawn, MD,98.9%
Woodlawn, VA,100.9%
Woodlyn, PA,105.5%
Woodlynne, NJ,97.9%
Woodmere, NY,
Woodmoor, CO,
Woodmore, MD,101.7%
Woodridge, IL,99.8%
Woods Cross, UT,99.2%
Woodsboro, MD,
Woodside East, DE,100.0%
Woodstock, GA,101.8%
Woodstock, IL,100.2%
Woodstock, MD,104.3%
Woodstown, NJ,
Woodward, OK,
Woodway, TX,
Wooster, OH,
Worcester, MA,99.3%
World Golf Village, FL,95.8%
Wormleysburg, PA,105.7%
Worth, IL,
Worthington, MN,
Wrentham, MA,97.0%
Wright, FL,97.4%
Wrightsboro, NC,100.0%
Wrightstown, WI,100.3%
Wrightsville Beach, NC,100.7%
Wrightsville, PA,93.9%
Wyboo, SC,94.8%
Wylie, TX,97.1%
Wynantskill, NY,99.0%
Wyncote, PA,115.0%
Wyndham, VA,
Wyndmoor, PA,
Wyoming,,
Wyoming, DE,100.0%
Wyoming, MN,100.0%
Wyoming, OH,
Wyoming, PA,
Wyomissing, PA,100.3%
Xenia, OH,
Yadkinville, NC,
Yakima, WA,
Yalaha, FL,
Yankton, SD,100.0%
Yardley, PA,
Yarmouth Port, MA,97.4%
Yarmouth, MA,97.8%
Yeadon, PA,99.6%
Yeagertown, PA,
Yelm, WA,
Yonkers, NY,
Yorba Linda, CA,98.2%
York Haven, PA,
York Springs, PA,
York, NY,
York, PA,97.0%
York, SC,
Yorketown, NJ,99.2%
Yorkshire, VA,100.7%
Yorktown, NY,
Yorktown, VA,
Yorkville, IL,98.4%
Youngstown, NY,
Youngtown, AZ,
Yountville, CA,
Yuba City, CA,
Yulee, FL,
Zachary, LA,
Zanesville, OH,
Zebulon, NC,100.0%
Zephyr Cove, NV,
Zephyrhills South, FL,97.4%
Zephyrhills, FL,97.9%
Zimmerman, MN,
Zion, IL,
Zion, PA,
Zionsville, IN,98.6%
Zumbrota, MN,
